ID,DemHomeOwner,LostCustomer,regionPctCustomers,numOfTotalReturns,wksSinceLastPurch,customerGender,basktPurchCount12Month,LastPurchaseAmount,AvgPurchaseAmount12,AvgPurchaseAmountTotal,EstimatedIncome,regionMedHomeVal,intAdExposureCount12,intAdExposureCount36,intAdExposureCountAll,customerSubscrStat,socialMediaAdCount12,socialMediaAdCount36,socialMediaAdCountAll,totalNumProdPurchased,custInitiatedContacts,CustomerAge,avgDiscountValue12,customersales,techSupportEval,wksSinceFirstPurch,Review_Text,Title
695,U,0,43,2,19,F,2,    $50.00,    $41.00,    $52.15,"$98,000.00","$90,090.00",23,43,66,Platinum,11,21,26,14,2,          42,     $7.00,   $318.37,           2,93,,
697,H,0,34,1,6,F,3,   $125.00,   $137.50,   $135.70,"$40,000.00",$166790.00,24,42,58,Platinum,9,19,22,7,2,          47,    $25.00," $1,752.13",           5,92,,
704,H,0,39,2,11,M,2,    $75.00,    $71.00,    $66.75,"$78,000.00","$72,150.00",27,49,93,Platinum,11,22,35,17,2,          19,    $12.50,   $494.00,           3,93,,
709,H,0,32,6,8,F,1,   $100.00,    $96.15,    $89.10,"$60,000.00",$139490.00,29,51,129,Platinum,11,22,46,50,4,          33,    $20.00,   $586.29,           3,137,,
713,H,0,14,1,21,F,3,    $85.00,    $82.50,    $70.00,"$75,000.00",$777010.00,17,38,67,Platinum,8,18,28,13,2,          25,    $17.00,   $707.37,           3,93,,
724,H,1,30,3,6,F,1,   $100.00,    $60.00,    $54.60,"$94,000.00",$115570.00,29,49,76,Platinum,11,20,27,13,2,           .,    $11.67,   $274.51,           3,92,,
737,H,0,36,3,21,M,3,    $90.00,    $66.65,    $46.25,$110000.00,$357500.00,22,43,96,Platinum,11,21,37,16,3,          50,    $13.33,   $640.64,           3,99,,
738,H,0,49,2,5,F,3,    $75.00,    $71.65,    $58.75,"$88,000.00",$371020.00,24,44,97,Platinum,11,20,36,16,3,          18,    $15.50,   $536.86,           3,112,,
749,U,0,18,3,16,F,1,    $85.00,    $80.70,    $62.00,"$84,000.00","$94,380.00",34,55,152,Platinum,13,24,62,30,3,          69,    $15.33,   $593.03,           3,149,,
760,U,1,12,4,19,F,1,    $50.00,    $50.65,    $41.35,$121000.00,$122720.00,28,50,97,Platinum,11,22,36,22,3,          18,    $10.00,   $267.69,           2,91,,
776,H,0,30,1,15,M,3,   $125.00,   $125.00,    $65.00,"$80,000.00",$392600.00,19,41,75,Platinum,8,19,28,11,2,          30,    $25.00," $1,750.10",           5,91,,
801,H,0,37,1,5,F,3,    $50.00,    $83.35,    $52.00,"$99,000.00",$118820.00,26,44,63,Platinum,11,20,26,10,2,          24,    $20.00,   $704.44,           3,87,,
812,H,0,0,1,20,F,3,   $125.00,   $125.00,   $103.10,"$52,000.00",$182910.00,21,42,103,Platinum,9,19,39,13,2,          40,    $25.00," $1,737.43",           4,125,,
813,U,0,33,2,9,M,3,    $60.00,    $75.00,    $53.65,"$96,000.00",$148850.00,25,45,84,Platinum,11,21,32,11,2,           .,    $12.50,   $699.43,           2,91,,
819,H,0,20,6,13,F,1,    $50.00,    $45.50,    $35.95,$137000.00,"$82,940.00",27,48,92,Platinum,10,20,34,21,3,          27,     $8.50,   $281.95,           2,93,,
822,U,0,20,3,11,U,1,   $125.00,   $143.35,   $111.35,"$48,000.00",$267670.00,28,48,133,Platinum,11,22,48,37,3,          19,    $22.67," $1,741.10",           4,151,,
824,H,0,30,5,19,F,1,    $55.00,    $51.25,    $44.10,$115000.00,"$62,660.00",24,44,88,Platinum,11,21,34,17,3,          26,    $10.00,   $390.50,           2,92,,
828,U,0,23,4,17,M,1,   $180.00,   $184.15,   $157.25,"$35,000.00",$120640.00,28,47,70,Platinum,11,22,28,11,2,          34,    $39.00," $1,739.14",           4,87,,
837,H,0,42,4,11,F,1,    $85.00,    $99.30,    $84.45,"$63,000.00","$87,620.00",26,48,103,Platinum,10,21,36,18,3,          27,    $19.50,   $596.64,           3,92,,
852,U,0,26,4,12,F,2,    $45.00,    $70.00,    $61.90,"$84,000.00",$185380.00,22,42,93,Platinum,9,18,34,13,3,          20,    $14.00,   $409.06,           2,117,,
866,U,0,30,2,7,M,2,   $125.00,    $83.75,    $77.90,"$68,000.00","$57,980.00",26,45,87,Platinum,11,21,34,12,2,          29,    $15.00,   $968.53,           4,96,,
887,H,0,8,6,4,F,1,    $45.00,    $41.25,    $37.85,$131000.00,$108680.00,26,47,89,Platinum,11,21,33,21,3,          21,     $8.00,   $230.71,           2,88,,
892,H,1,27,5,5,M,1,   $125.00,    $60.70,    $48.90,$104000.00,$109070.00,26,44,73,Platinum,9,18,26,18,3,          22,    $13.20,   $276.22,           4,88,,
909,U,0,0,4,22,F,1,    $70.00,    $65.00,    $47.65,$107000.00,     $0.00,20,42,82,Platinum,8,19,31,17,2,           .,    $13.50,   $415.26,           2,88,,
918,U,0,32,5,7,F,2,    $65.00,    $71.00,    $59.35,"$87,000.00",$206180.00,29,50,84,Platinum,11,21,28,15,3,          32,    $14.20,   $424.14,           2,88,,
920,H,0,37,2,6,F,2,   $125.00,    $83.00,    $49.50,$103000.00,$141050.00,25,47,102,Platinum,10,21,39,20,3,          21,    $12.50,   $965.39,           4,117,,
926,U,1,0,2,25,M,2,    $50.00,    $45.00,    $40.65,$123000.00,$103090.00,20,42,100,Platinum,10,21,38,31,3,          28,    $10.00,   $307.20,           2,93,,
930,U,0,34,4,13,M,1,    $50.00,    $60.00,    $47.25,$108000.00,"$81,250.00",26,45,89,Platinum,11,21,34,20,3,          21,    $12.75,   $395.54,           2,88,,
938,H,0,45,3,7,M,2,    $50.00,    $50.00,    $42.25,$119000.00,"$83,200.00",24,44,64,Platinum,11,21,26,11,2,          22,    $10.00,   $377.89,           2,86,,
940,H,0,32,5,6,M,1,   $215.00,   $211.90,   $194.65,"$28,000.00",$163670.00,31,51,98,Platinum,11,21,34,15,3,          50,    $38.40," $1,753.63",           4,91,,
946,U,0,25,3,18,U,1,   $125.00,    $50.00,    $38.25,$130000.00,"$95,550.00",28,49,88,Platinum,11,21,33,17,2,          23,    $10.00,   $390.90,           4,86,,
947,U,0,0,6,11,M,1,    $65.00,    $48.50,    $40.65,$123000.00,"$77,480.00",34,54,97,Platinum,11,22,34,30,3,          19,    $10.50,   $281.18,           2,86,,
951,H,0,28,6,12,F,1,    $45.00,    $48.15,    $38.40,$130000.00,$240370.00,28,49,98,Platinum,11,21,37,34,3,          19,     $9.50,   $239.50,           2,92,,
952,U,0,39,2,25,F,2,   $100.00,    $75.00,    $90.30,"$59,000.00","$85,280.00",18,40,97,Platinum,8,19,38,18,2,           .,    $15.00,   $581.81,           3,90,,
956,U,0,15,2,18,F,1,    $60.00,    $58.35,    $54.60,"$94,000.00","$71,630.00",28,49,78,Platinum,11,21,29,12,2,           .,    $10.00,   $387.92,           3,85,,
965,U,0,22,1,17,F,3,    $90.00,   $120.00,   $103.90,"$52,000.00",$218790.00,26,47,90,Platinum,11,21,33,9,2,           .,    $18.00,   $833.22,           3,93,,
973,H,0,28,3,20,F,2,    $50.00,    $51.00,    $38.50,$129000.00,$480220.00,22,36,53,Platinum,11,18,21,10,2,          42,    $10.33,   $377.82,           2,85,,
976,H,0,55,2,21,M,2,    $60.00,    $70.00,    $65.20,"$80,000.00",$121420.00,22,42,110,Platinum,11,22,46,24,3,          17,    $15.50,   $946.02,           2,154,,
1003,U,0,0,3,20,M,1,   $105.00,   $114.15,    $96.45,"$55,000.00",$110630.00,26,48,110,Platinum,11,22,40,35,3,           .,    $22.33," $1,125.57",           3,129,,
1008,H,1,26,1,8,F,3,   $100.00,    $90.00,    $71.25,"$74,000.00",$163540.00,26,48,107,Platinum,11,22,41,24,3,          27,    $17.00,   $607.12,           3,153,,
1017,H,0,34,5,13,F,1,   $125.00,   $115.00,    $88.80,"$60,000.00","$94,510.00",30,52,119,Platinum,11,22,43,34,4,          18,    $23.20," $1,110.10",           4,153,,
1024,U,0,54,1,6,F,3,   $170.00,   $141.65,    $99.20,"$54,000.00",$118690.00,22,41,99,Platinum,8,18,35,31,3,          69,    $33.00," $1,744.38",           4,145,,
1025,U,0,0,6,20,F,1,    $60.00,    $53.50,    $46.10,$110000.00,$174070.00,24,45,111,Platinum,10,21,43,55,4,           .,    $10.17,   $382.56,           2,149,,
1032,U,0,31,3,17,F,3,   $125.00,   $111.65,   $100.85,"$53,000.00",$121940.00,19,41,99,Platinum,7,18,37,18,3,           .,    $22.33," $1,115.72",           4,137,,
1040,H,1,53,1,6,F,3,    $75.00,   $108.35,    $92.15,"$58,000.00",$126100.00,30,50,105,Platinum,11,20,36,23,3,          23,    $24.00," $1,059.73",           3,127,,
1041,H,0,31,3,6,F,1,    $75.00,    $52.15,    $46.45,$109000.00,"$83,590.00",29,51,83,Platinum,10,21,30,17,2,          32,    $11.00,   $385.63,           3,84,,
1052,U,0,0,3,4,F,1,    $80.00,    $88.35,    $67.90,"$77,000.00",$169260.00,25,47,89,Platinum,11,22,33,19,2,           .,    $17.00,   $587.51,           3,115,,
1053,H,0,29,2,15,F,2,    $90.00,    $83.00,    $70.70,"$74,000.00","$52,650.00",27,48,89,Platinum,11,21,32,14,2,          28,    $14.50,   $578.45,           3,98,,
1069,U,0,50,3,4,F,2,   $100.00,    $73.75,    $63.35,"$82,000.00","$73,320.00",18,37,59,Platinum,10,20,27,12,3,          22,    $13.00,   $499.56,           3,105,,
1099,U,0,29,1,17,F,3,   $125.00,   $166.65,    $82.50,"$64,000.00","$61,750.00",19,41,94,Platinum,7,18,34,18,3,           .,    $50.00," $1,753.14",           4,129,,
1105,H,0,0,4,5,F,2,   $150.00,   $125.00,   $126.35,"$43,000.00",$192270.00,31,52,81,Platinum,11,21,28,11,3,           .,    $25.00," $1,753.40",           4,83,,
1132,H,0,38,2,4,M,3,   $125.00,    $75.00,    $72.50,"$73,000.00",$415610.00,28,46,78,Platinum,11,19,29,10,2,          21,    $15.00,   $961.91,           4,98,,
1142,H,0,45,2,7,F,1,    $60.00,    $53.15,    $53.50,"$96,000.00",$102050.00,25,43,61,Platinum,11,20,22,10,2,           .,    $10.50,   $386.24,           3,83,,
1150,H,0,16,2,16,M,2,   $100.00,   $106.25,    $80.55,"$66,000.00","$81,120.00",25,44,75,Platinum,11,20,29,9,2,          38,    $22.50,   $841.89,           3,83,,
1158,U,1,44,3,5,F,2,   $125.00,   $100.00,    $62.10,"$84,000.00",$112190.00,26,48,111,Platinum,11,22,42,25,3,           .,    $20.00,   $938.39,           4,150,,
1162,U,0,27,6,8,F,1,    $50.00,    $64.40,    $62.60,"$83,000.00","$55,380.00",30,52,99,Platinum,11,22,36,21,3,          19,    $12.67,   $412.27,           2,116,,
1210,U,0,40,3,4,U,1,    $50.00,    $68.55,    $68.60,"$76,000.00",$211120.00,26,46,104,Platinum,11,21,41,18,3,           .,    $12.00,   $413.20,           2,134,,
1217,U,0,31,2,26,F,2,    $80.00,    $49.00,    $30.00,$161000.00,$190450.00,21,42,100,Platinum,8,18,37,25,3,          69,     $8.50,   $310.10,           3,124,,
1219,U,0,50,6,12,U,1,   $100.00,   $121.45,   $107.35,"$50,000.00",$123240.00,26,47,122,Platinum,9,20,44,30,3,          20,    $24.17," $1,755.34",           3,153,,
1240,U,0,36,2,4,F,2,    $75.00,    $49.00,    $42.30,$119000.00,"$96,720.00",28,47,112,Platinum,10,19,45,26,3,          19,    $10.00,   $323.03,           3,149,,
1250,H,0,31,2,26,F,3,   $125.00,   $116.65,    $69.60,"$75,000.00",$156390.00,19,40,111,Platinum,8,19,43,23,3,           .,    $22.50," $1,120.96",           4,150,,
1263,U,0,24,3,16,F,2,    $50.00,    $42.00,    $32.85,$149000.00,$111540.00,26,48,107,Platinum,11,22,38,23,3,           .,     $9.33,   $318.48,           2,117,,
1285,U,0,0,4,4,M,1,     $0.00,   $101.65,    $76.90,"$69,000.00",$110760.00,29,51,117,Platinum,8,19,40,29,3,           .,    $20.25,   $839.04,           4,123,,
1286,H,0,48,3,18,F,3,   $125.00,   $106.65,    $77.00,"$69,000.00",$121940.00,25,47,73,Platinum,11,22,29,10,3,          19,    $21.33," $1,111.49",           4,81,,
1289,U,0,34,3,19,M,1,    $50.00,    $35.00,    $14.75,$285000.00,"$76,050.00",24,45,114,Platinum,10,20,46,41,3,           .,     $7.33,   $220.94,           2,152,,
1291,H,0,23,6,17,M,1,    $75.00,    $80.00,    $63.40,"$82,000.00",$150670.00,27,47,112,Platinum,11,22,45,20,3,           .,    $15.83,   $597.39,           3,153,,
1300,H,0,33,1,11,F,3,    $55.00,    $65.00,    $55.35,"$93,000.00",$488800.00,28,49,102,Platinum,11,21,37,15,3,          24,    $10.00,   $542.94,           2,112,,
1301,U,0,23,1,18,F,3,    $60.00,    $67.50,    $64.15,"$81,000.00",$749710.00,25,44,75,Platinum,10,18,25,6,2,          42,    $15.00,   $552.45,           3,88,,
1317,U,0,49,3,20,F,2,    $55.00,    $47.00,    $41.10,$122000.00,"$74,750.00",21,41,94,Platinum,10,20,37,18,3,          17,     $8.33,   $320.98,           2,115,,
1323,U,0,27,3,17,F,1,    $25.00,    $33.35,    $33.00,$148000.00,"$73,060.00",23,42,61,Platinum,9,19,23,10,2,           .,     $7.00,   $238.35,           2,79,,
1342,H,0,0,1,8,F,2,   $100.00,   $102.50,    $84.45,"$63,000.00",$119860.00,23,41,57,Gold,9,18,21,9,2,          22,    $20.00,   $837.45,           5,77,,
1345,U,0,23,3,18,F,1,    $75.00,    $59.15,    $50.85,$101000.00,$117910.00,23,43,79,Platinum,9,18,29,12,2,          19,    $11.00,   $395.12,           3,80,,
1379,H,0,43,5,4,M,1,    $40.00,    $42.50,    $33.45,$146000.00,$109850.00,27,47,101,Platinum,11,22,39,35,3,          23,     $8.60,   $239.29,           2,81,,
1388,H,0,40,3,10,F,1,    $50.00,    $92.85,    $86.75,"$61,000.00",$262340.00,27,45,63,Gold,9,18,20,17,3,           .,    $21.67,   $586.08,           2,77,,
1410,H,0,22,2,22,M,3,   $225.00,   $208.35,   $170.85,"$32,000.00","$93,990.00",17,39,73,Platinum,7,18,29,6,2,          18,    $37.50," $1,746.79",           5,81,,
1416,H,0,27,1,5,M,3,   $100.00,    $61.65,    $43.90,$115000.00,"$47,450.00",24,44,66,Platinum,11,20,28,9,2,          30,    $11.00,   $670.04,           3,77,,
1424,H,0,36,4,17,F,2,   $125.00,   $128.75,   $123.90,"$44,000.00","$91,260.00",26,47,87,Platinum,11,21,33,9,2,          38,    $25.75," $1,737.81",           4,80,,
1427,U,0,33,7,4,M,1,    $55.00,    $62.85,    $57.20,"$90,000.00",$173810.00,40,62,113,Gold,16,27,43,32,3,          35,    $12.86,   $937.09,           2,80,,
1438,U,0,0,4,25,F,1,   $150.00,   $186.65,    $96.05,"$56,000.00","$95,940.00",24,44,85,Platinum,10,21,34,19,3,          18,    $41.00," $1,741.06",           4,105,,
1443,H,0,32,3,16,F,1,    $50.00,    $45.85,    $35.00,$141000.00,"$67,210.00",21,42,85,Platinum,10,20,36,20,3,          31,    $10.67,   $278.48,           2,81,,
1469,U,0,25,2,7,F,2,    $40.00,    $52.00,    $47.20,$108000.00,$291330.00,23,44,96,Platinum,10,20,38,16,3,           .,     $9.50,   $279.74,           2,124,,
1471,U,0,18,4,18,F,1,    $75.00,   $104.15,    $71.20,"$74,000.00",$347100.00,25,46,84,Platinum,11,21,31,21,3,          31,    $19.75,   $836.60,           3,81,,
1484,H,0,26,1,15,F,2,    $45.00,    $58.75,    $49.75,$103000.00,$123500.00,25,46,96,Platinum,8,18,34,20,2,          21,    $11.00,   $295.26,           2,103,,
1498,H,0,45,3,15,F,1,   $100.00,   $100.00,    $78.35,"$67,000.00",$146640.00,26,47,88,Platinum,11,21,34,12,2,          30,    $20.00,   $825.70,           3,80,,
1513,H,0,36,5,7,M,1,    $50.00,    $42.80,    $38.40,$130000.00,"$97,760.00",23,45,92,Platinum,9,20,36,22,3,          21,     $8.80,   $284.30,           2,103,,
1517,U,0,27,4,18,M,1,    $70.00,    $58.35,    $46.35,$110000.00,"$62,140.00",24,43,75,Platinum,11,20,29,11,3,          30,    $11.50,   $393.46,           2,80,,
1519,H,0,31,4,5,F,1,    $75.00,    $58.35,    $55.00,"$94,000.00",$123760.00,26,43,57,Platinum,11,19,21,10,2,          22,    $12.50,   $380.11,           3,73,,
1529,H,0,37,4,10,M,1,   $105.00,    $90.70,    $82.30,"$64,000.00",$106730.00,31,51,70,Platinum,11,20,24,13,3,          19,    $17.50,   $964.11,           3,73,,
1543,H,0,35,1,18,F,3,   $150.00,   $150.00,   $137.50,"$39,000.00",$745550.00,25,40,47,Platinum,11,18,17,4,1,          27,    $30.00," $1,751.72",           5,73,,
1564,H,0,37,6,17,F,1,    $50.00,    $50.00,    $47.75,$107000.00,$198120.00,26,46,67,Platinum,11,20,24,11,3,          30,    $10.00,   $395.02,           2,74,,
1580,H,0,22,1,19,F,3,   $100.00,    $87.50,    $65.00,"$80,000.00","$80,080.00",23,43,73,Platinum,10,21,32,8,2,          25,    $15.00,   $699.28,           3,116,,
1602,H,0,16,6,7,M,1,   $100.00,    $68.35,    $76.35,"$69,000.00","$49,140.00",28,47,65,Platinum,11,21,24,11,3,          18,    $15.17,   $496.16,           3,69,,
1603,H,0,56,3,6,M,1,    $75.00,    $72.85,    $69.15,"$76,000.00",$274170.00,26,44,63,Platinum,10,19,24,12,2,           .,    $12.00,   $494.48,           3,68,,
1613,U,0,26,1,16,M,5,   $150.00,   $150.00,    $87.50,"$61,000.00","$73,840.00",19,41,72,Platinum,7,18,30,6,2,          42,    $30.00," $1,741.78",           4,77,,
1614,U,1,39,2,6,F,2,   $100.00,    $64.00,    $59.65,"$87,000.00",$124670.00,24,43,92,Platinum,9,18,32,14,3,          19,    $12.50,   $397.99,           3,105,,
1616,H,0,41,2,18,U,2,   $100.00,    $93.00,    $70.40,"$75,000.00",$241280.00,23,45,73,Platinum,10,21,28,12,2,          35,    $20.00,   $579.56,           3,69,,
1619,H,0,31,3,7,F,2,    $50.00,    $66.00,    $48.75,$105000.00,$691470.00,23,43,86,Platinum,8,18,30,12,2,          21,    $13.00,   $410.39,           2,100,,
1647,U,0,19,4,5,F,2,   $100.00,   $110.00,    $82.85,"$64,000.00",$135070.00,21,43,95,Platinum,9,20,38,23,3,          18,    $23.25,   $822.95,           3,154,,
1657,U,0,40,3,11,M,1,    $45.00,    $57.50,    $44.70,$113000.00,$123240.00,28,49,83,Platinum,11,21,33,16,3,           .,    $12.33,   $354.50,           2,89,,
1661,U,0,30,2,4,F,2,   $250.00,   $162.50,   $182.50,"$30,000.00",$103610.00,25,47,81,Platinum,10,21,31,10,2,          19,    $40.00," $1,749.65",           4,77,,
1674,U,0,0,4,7,F,1,   $100.00,    $83.35,    $83.35,"$64,000.00","$55,900.00",26,46,59,Platinum,11,21,24,9,2,           .,    $15.00,   $594.69,           3,61,,
1681,U,0,41,3,21,M,2,    $75.00,    $46.25,    $39.00,$128000.00,"$47,580.00",20,39,61,Platinum,9,19,25,10,2,          30,    $10.00,   $319.07,           3,68,,
1701,H,1,58,4,18,M,1,    $50.00,    $38.55,    $33.90,$145000.00,"$92,430.00",23,43,80,Platinum,10,21,32,18,3,          19,     $7.00,   $313.64,           2,101,,
1704,H,0,22,4,12,F,1,    $50.00,    $40.70,    $32.90,$148000.00,$102700.00,24,45,64,Platinum,9,19,24,12,2,          18,     $8.75,   $281.38,           2,76,,
1707,H,0,20,3,4,F,1,   $100.00,    $89.15,    $73.50,"$72,000.00","$97,240.00",39,60,104,Platinum,16,26,38,10,2,           .,    $15.67,   $592.28,           3,77,,
1712,U,0,35,6,24,M,1,    $50.00,    $58.55,    $51.70,"$99,000.00",$126880.00,20,40,98,Platinum,8,19,36,41,4,           .,    $12.33,   $385.85,           2,129,,
1726,U,0,29,5,17,M,1,    $55.00,    $46.25,    $37.00,$134000.00,$117260.00,20,40,92,Platinum,9,20,36,20,3,           .,    $10.20,   $285.92,           2,149,,
1728,H,0,29,2,15,F,1,    $50.00,    $44.15,    $39.90,$125000.00,"$65,260.00",23,43,90,Platinum,10,19,34,26,3,           .,     $9.00,   $277.33,           2,119,,
1735,H,0,46,3,16,M,1,    $55.00,    $51.65,    $51.65,"$99,000.00",$184210.00,27,42,51,Platinum,11,18,20,6,2,          18,     $9.67,   $381.38,           3,57,,
1760,H,0,49,2,6,M,1,    $50.00,    $55.00,    $51.10,$100000.00,$101270.00,22,43,59,Platinum,10,20,24,9,2,          19,     $8.00,   $383.70,           3,64,,
1761,U,0,34,3,6,M,1,    $50.00,    $62.50,    $60.50,"$86,000.00","$97,500.00",26,41,53,Platinum,11,18,21,10,2,          19,    $10.00,   $412.16,           2,57,,
1769,U,0,26,3,18,M,2,   $125.00,    $46.00,    $25.65,$184000.00,"$66,300.00",21,42,105,Platinum,10,20,40,23,3,          18,     $4.33,   $311.74,           4,149,,
1778,U,0,32,5,17,F,2,   $125.00,    $95.00,    $73.20,"$72,000.00","$57,720.00",25,47,95,Platinum,11,22,39,14,3,           .,    $19.00,   $962.15,           4,122,,
1790,H,0,26,2,11,M,2,    $90.00,    $68.00,    $61.65,"$84,000.00","$71,630.00",29,50,95,Platinum,11,21,35,15,3,          22,    $15.00,   $499.53,           3,103,,
1798,U,0,39,4,17,M,2,   $100.00,    $81.25,    $72.80,"$72,000.00",$116610.00,18,37,57,Platinum,10,20,24,9,3,           .,    $16.25,   $580.79,           3,65,,
1815,H,0,61,3,18,M,3,   $125.00,   $116.65,   $116.65,"$46,000.00",$122590.00,27,42,55,Platinum,11,18,21,6,2,           .,    $23.33," $1,109.37",           4,56,,
1825,U,0,59,2,26,M,3,    $75.00,    $87.50,    $87.50,"$61,000.00",$154440.00,19,41,87,Platinum,7,18,35,10,2,          21,    $17.50,   $716.49,           3,128,,
1833,U,0,34,2,15,F,2,    $50.00,    $50.00,    $50.00,$102000.00,"$48,360.00",25,40,50,Platinum,11,18,21,6,2,          35,    $10.00,   $384.88,           3,56,,
1838,H,0,36,2,19,F,2,   $100.00,    $55.00,    $50.00,$102000.00,$151840.00,21,39,55,Platinum,9,18,21,6,2,          38,     $6.50,   $381.48,           5,64,,
1846,U,0,34,3,19,F,1,    $75.00,    $63.35,    $64.45,"$81,000.00",$112840.00,26,42,54,Platinum,11,18,20,9,2,           .,    $15.00,   $506.04,           3,56,,
1853,H,0,35,3,8,F,1,    $50.00,    $42.15,    $39.75,$126000.00,"$49,400.00",20,38,73,Platinum,9,18,28,20,3,          26,     $8.33,   $276.07,           2,147,,
1856,U,0,46,1,18,F,3,   $125.00,   $112.50,    $81.00,"$65,000.00","$71,760.00",21,40,57,Platinum,8,18,23,5,2,           .,    $20.00," $1,113.04",           4,69,,
1864,H,0,35,1,18,F,1,    $50.00,    $49.15,    $49.30,$104000.00,"$27,430.00",24,40,52,Platinum,11,18,20,7,1,          26,    $13.00,   $290.42,           3,56,,
1871,U,0,38,4,18,M,1,    $90.00,    $63.35,    $61.80,"$84,000.00","$79,170.00",26,41,52,Platinum,11,18,19,11,2,           .,    $10.75,   $508.30,           3,56,,
1874,U,0,29,4,19,M,1,    $60.00,    $49.30,    $45.75,$111000.00,$122590.00,24,42,59,Platinum,11,20,24,13,3,           .,     $8.50,   $282.06,           2,65,,
1877,U,0,28,2,6,F,3,    $60.00,    $58.35,    $59.10,"$88,000.00","$75,920.00",25,43,83,Platinum,10,19,31,11,3,          23,    $12.50,   $487.44,           2,101,,
1880,U,0,37,2,7,M,2,    $30.00,    $46.00,    $36.50,$136000.00,$202410.00,22,41,62,Platinum,9,18,23,10,2,          28,     $7.00,   $282.35,           2,76,,
1884,U,0,36,1,15,M,2,    $80.00,    $64.00,    $68.15,"$77,000.00",$458640.00,21,42,90,Platinum,8,18,36,12,2,           .,    $10.00,   $503.93,           3,136,,
1900,U,0,26,3,12,M,2,    $90.00,    $78.75,    $67.85,"$77,000.00",$161200.00,24,43,67,Platinum,10,18,26,7,2,           .,    $16.00,   $583.43,           3,78,,
1906,U,0,45,4,18,F,2,    $90.00,    $68.00,    $60.00,"$87,000.00",     $0.00,22,38,51,Platinum,11,19,22,7,2,          22,    $12.50,   $507.89,           3,56,,
1915,H,0,0,6,17,M,1,    $50.00,    $43.35,    $36.15,$137000.00,$139490.00,24,46,109,Platinum,11,22,43,31,4,          25,     $8.50,   $274.82,           2,154,,
1921,U,0,36,7,6,F,1,    $50.00,    $42.00,    $38.35,$130000.00,$151970.00,25,46,103,Platinum,11,22,43,27,3,           .,     $8.86,   $284.75,           2,146,,
1936,U,1,29,4,4,F,1,    $50.00,    $37.80,    $35.50,$139000.00,"$46,020.00",22,44,81,Platinum,10,21,32,21,3,          28,     $8.25,   $220.22,           2,110,,
1937,U,0,34,2,7,M,2,    $75.00,    $61.25,    $35.15,$140000.00,"$65,910.00",25,45,98,Platinum,10,19,38,33,3,           .,    $10.00,   $384.70,           3,154,,
1944,H,0,37,3,15,F,2,    $75.00,   $100.00,    $81.00,"$65,000.00",$123760.00,26,48,94,Platinum,10,21,37,15,3,          20,    $25.00,   $840.49,           3,137,,
1952,H,0,27,2,19,M,2,    $75.00,   $112.50,   $132.65,"$41,000.00",$141960.00,26,48,94,Platinum,11,22,34,19,2,          45,    $22.50,   $828.10,           3,100,,
1954,H,0,24,4,21,M,2,    $75.00,    $50.00,    $37.70,$132000.00,"$88,920.00",23,43,82,Platinum,11,20,31,13,3,          26,    $11.25,   $382.96,           3,113,,
1966,H,0,31,3,5,M,3,    $75.00,    $50.00,    $38.00,$131000.00,"$95,680.00",26,46,100,Platinum,10,19,35,20,3,          18,    $10.00,   $499.21,           3,129,,
1969,U,0,29,2,5,M,1,    $50.00,    $54.15,    $62.80,"$83,000.00",     $0.00,41,61,93,Platinum,11,20,29,16,2,           .,    $15.00,   $388.51,           2,86,,
1988,U,0,27,5,16,F,2,   $150.00,   $105.00,    $60.00,"$87,000.00","$41,470.00",23,39,94,Platinum,9,18,35,25,3,          18,    $21.00," $1,115.50",           4,147,,
2013,H,0,39,2,21,M,3,   $100.00,    $83.35,    $78.55,"$67,000.00",$161850.00,20,42,57,Platinum,8,19,22,7,2,          35,    $20.00,   $701.06,           5,65,,
2016,H,0,25,4,7,M,1,    $75.00,    $52.15,    $51.80,"$99,000.00",$119990.00,26,47,62,Platinum,11,22,25,11,2,          31,    $11.75,   $391.24,           3,65,,
2029,U,0,24,1,18,F,1,    $75.00,    $41.65,    $43.15,$117000.00,"$75,140.00",26,41,51,Platinum,11,18,19,8,1,           .,     $3.00,   $280.41,           5,56,,
2031,H,0,15,1,18,F,3,   $100.00,    $60.00,    $50.00,$102000.00,$357500.00,24,39,46,Platinum,11,18,19,5,2,          20,    $11.00,   $665.08,           5,56,,
2032,H,0,24,2,4,F,1,    $75.00,    $47.85,    $53.75,"$96,000.00",$512980.00,28,46,59,Platinum,11,20,22,16,2,          21,    $11.00,   $273.40,           3,57,,
2045,H,0,46,4,6,F,1,    $50.00,    $46.45,    $44.55,$114000.00,"$60,060.00",28,49,107,Platinum,11,21,40,32,3,          18,     $8.75,   $279.03,           2,144,,
2054,H,0,42,1,6,M,3,    $50.00,    $68.35,    $65.90,"$79,000.00",$158470.00,19,40,83,Platinum,8,18,32,11,2,          23,    $10.00,   $556.13,           2,126,,
2056,H,0,33,1,19,F,3,   $125.00,   $250.00,   $191.65,"$29,000.00",$230230.00,23,44,83,Platinum,9,19,30,6,2,          21,    $75.00," $4,262.70",           4,102,,
2065,H,0,37,3,6,F,1,   $100.00,    $74.15,    $67.10,"$78,000.00",$122590.00,26,46,71,Platinum,11,21,29,12,2,          38,    $14.00,   $505.09,           3,77,,
